cell_line,sample,bases_all,bases_deduped,bases_deduped_mapped,coverage_all,coverage_deduped,coverage_deduped_mapped,pileup_covered,assay_type,prop_pileup_cov,eff_cov
HG03521,HG03521-0-2-1-0,2487766978,2279652436,2269818410,0.753869,0.690804,0.687824,29475254,ilmn_0.5x,0.3482195689819621,0.4280475360148949
HG03521,HG03521-1-0-1-0,4724235830,4335190672,4312042976,1.43159,1.31369,1.30668,40453184,ilmn_1x,0.4779124310999323,0.6499199486555092
HG03521,HG03521-1-1-1-0,4996682714,4548198671,4532046352,1.51415,1.37824,1.37335,48663686,ilmn_1x,0.5749110003935349,0.8554567211423679
HG03521,HG03521-1-2-1-0,5028673272,4434576607,4412540422,1.52384,1.34381,1.33713,41785641,ilmn_1x,0.49365402919530404,0.6805351065679882
NA06985,NA06985-0-0-1-0,1450378858,1364029357,1331797048,0.439509,0.413342,0.403575,15893915,ilmn_0.5x,0.18777012848594762,0.20797188588611942
NA06985,NA06985-0-1-1-0,1105180476,1013230083,1003562308,0.334903,0.307039,0.30411,11494465,ilmn_0.5x,0.13579518765057116,0.14594548693995119
NA06985,NA06985-0-2-1-0,1284264060,1176147909,1170321272,0.389171,0.356408,0.354643,14621096,ilmn_0.5x,0.1727330915337961,0.18962789302247407
NA06985,NA06985-1-0-1-0,4634749002,4187411502,4173596210,1.40447,1.26891,1.26473,42718820,ilmn_1x,0.5046785716526148,0.702548376953325
NA06985,NA06985-1-1-1-0,4704657170,4325974085,4308400856,1.42565,1.3109,1.30558,44210378,ilmn_1x,0.5222997831228059,0.7387719045834056
NA06985,NA06985-1-2-1-0,4381914602,3993685448,3986154474,1.32785,1.21021,1.20793,46311643,ilmn_1x,0.5471240507140838,0.7921370336367907
NA11930,NA11930-0-0-1-0,2356604754,2219820045,2203105855,0.714123,0.672673,0.667608,29828571,ilmn_0.5x,0.352393643052842,0.43447224106383653
NA11930,NA11930-0-1-1-0,2848919114,2609889436,2596117934,0.863309,0.790876,0.786702,34167224,ilmn_0.5x,0.4036503303615348,0.5169280899301703
NA11930,NA11930-0-2-1-0,12740834890,11575351356,11497114783,3.86086,3.50768,3.48397,74605204,ilmn_0.5x,0.8813831419634706,2.1318566605591043
NA11930,NA11930-1-0-1-0,3473735974,3122203897,3107353198,1.05265,0.946122,0.941622,35783170,ilmn_1x,0.42274105709855037,0.5494643386172984
NA11930,NA11930-1-1-1-0,3319134322,3036289880,3025222033,1.0058,0.920088,0.916734,34489751,ilmn_1x,0.4074606525024414,0.5233379988992694
NA11930,NA11930-1-2-1-0,3268041358,2954672719,2946429931,0.990316,0.895355,0.892858,39948468,ilmn_1x,0.47194973479956115,0.6385638005637806
NA12342,NA12342-0-0-1-0,2446345262,2300134076,2288208700,0.741317,0.69701,0.693397,31030616,ilmn_0.5x,0.36659455856647666,0.4566445540816548
NA12342,NA12342-0-1-1-0,1979190220,1813760962,1808405445,0.599755,0.549625,0.548002,25002487,ilmn_0.5x,0.29537846379939964,0.35009444839790854
NA12342,NA12342-0-2-1-0,2483678200,2274738896,2262741191,0.75263,0.689315,0.685679,30438251,ilmn_0.5x,0.35959638019691964,0.44565664546599515
NA12342,NA12342-1-0-1-0,3161024940,2852544171,2825074704,0.957886,0.864407,0.856083,30331295,ilmn_1x,0.35833280593832173,0.44368549901439613
NA12342,NA12342-1-1-1-0,3170009742,2908855091,2895737268,0.960609,0.881471,0.877496,30339039,ilmn_1x,0.35842429327010844,0.4438280867222811
NA12342,NA12342-1-2-1-0,3449050192,3134278914,3123263162,1.04517,0.949781,0.946443,37024367,ilmn_1x,0.4374045129032639,0.575194404471642
NA12842,NA12842-0-0-1-0,2426346822,2282403203,2262301026,0.735257,0.691637,0.685546,29148204,ilmn_0.5x,0.3443558122850545,0.42213703396438873
NA12842,NA12842-0-1-1-0,1870431262,1717521716,1705960854,0.566797,0.520461,0.516958,24300666,ilmn_0.5x,0.28708717626299746,0.3383961328915653
NA12842,NA12842-0-2-1-0,2172613670,1987386953,1975073809,0.658368,0.602238,0.598507,26413399,ilmn_0.5x,0.31204692638538717,0.3740346503304981
NA12842,NA12842-1-0-1-0,4476857060,4010525874,3990820827,1.35662,1.21531,1.20934,41202702,ilmn_1x,0.4867672092438025,0.6670257535893218
NA12842,NA12842-1-1-1-0,4480350898,4091955342,4074530093,1.35768,1.23999,1.23471,39801621,ilmn_1x,0.47021488973100656,0.6352838069766408
NA12842,NA12842-1-2-1-0,4745568506,4290687499,4278603724,1.43805,1.30021,1.29655,47688374,ilmn_1x,0.5633887002205513,0.8287119538923479
NA12843,NA12843-0-0-1-0,1989437080,1864936372,1853188874,0.60286,0.565132,0.561572,22378084,ilmn_0.5x,0.2643738630758582,0.307033255447442
NA12843,NA12843-0-1-1-0,1766022010,1613028206,1604165563,0.535158,0.488796,0.486111,21692813,ilmn_0.5x,0.2562780966320529,0.2960880998201386
NA12843,NA12843-0-2-1-0,2140743308,1948277651,1937372431,0.64871,0.590387,0.587083,27488684,ilmn_0.5x,0.32475030391125237,0.39267273638171235
NA12843,NA12843-1-0-1-0,4991121988,4479931571,4451611974,1.51246,1.35756,1.34897,43767219,ilmn_1x,0.5170643189612256,0.7278717997480754
NA12843,NA12843-1-1-1-0,4133332362,3777583006,3754194918,1.25252,1.14472,1.13763,38898887,ilmn_1x,0.45955002338633105,0.6153531963918865
NA12843,NA12843-1-2-1-0,5378205354,4858570715,4839940637,1.62976,1.47229,1.46665,53297325,ilmn_1x,0.6296526414799191,0.9933139069363373
NA12878,NA12878-0-0-0-0,5939720296,5531941625,5496189657,1.79992,1.67635,1.66551,46574624,ilmn_0.5x,0.5502308985963936,0.7990209358947108
NA12878,NA12878-0-1-0-0,7516269318,7037857528,7001605901,2.27766,2.13268,2.1217,57380805,ilmn_0.5x,0.6778947243317399,1.132876843802837
NA12878,NA12878-0-2-0-0,8547629518,8016828278,7961064884,2.59019,2.42934,2.41244,58944377,ilmn_0.5x,0.6963667065549386,1.1919345772693626
NA12878,NA12878-1-0-0-1,6084265046,5588540351,5279675740,1.84372,1.6935,1.5999,39559364,ilmn_1x_repl,0.4673528744241033,0.6298961273988988
NA12878,NA12878-1-0-1-0,4085393184,3722527500,3689684547,1.238,1.12804,1.11809,36731052,ilmn_1x,0.43393930025824495,0.569053963169121
NA12878,NA12878-1-1-0-1,4613269252,4245291010,3853005241,1.39796,1.28645,1.16758,30907862,ilmn_1x_repl,0.3651443473156826,0.4543576245376103
NA12878,NA12878-1-1-1-0,3514042706,3250033098,3235268620,1.06486,0.984859,0.980384,33714405,ilmn_1x,0.398300743314487,0.5079975321138933
NA12878,NA12878-1-10-0-1,3796996170,3451991521,3299423084,1.1506,1.04606,0.999825,30774009,ilmn_1x_repl,0.36356301288623405,0.45186986492112113
NA12878,NA12878-1-11-0-1,3867937480,3533727066,3501178714,1.1721,1.07083,1.06096,33893263,ilmn_1x_repl,0.40041376516220295,0.5115154702590488
NA12878,NA12878-1-12-0-1,6027958354,5509879015,5419308913,1.82665,1.66966,1.64221,43500272,ilmn_1x_repl,0.5139106169004722,0.7213627561494388
NA12878,NA12878-1-13-0-1,4542556556,4139045598,4037474995,1.37653,1.25426,1.22348,36828936,ilmn_1x_repl,0.43509569824179517,0.5710989396007776
NA12878,NA12878-1-14-0-1,3856958874,3485638700,3420085523,1.16878,1.05625,1.03639,32531006,ilmn_1x_repl,0.38432011096052376,0.48502811116920974
NA12878,NA12878-1-15-0-1,3510934220,3214577543,3193570423,1.06392,0.974114,0.967749,30713397,ilmn_1x_repl,0.3628469449427607,0.45074537745621174
NA12878,NA12878-1-16-0-1,5509669578,5060451071,4915160834,1.6696,1.5334700000000001,1.48944,37946533,ilmn_1x_repl,0.4482989481827638,0.5947489522034191
NA12878,NA12878-1-17-0-1,5482313512,5018454196,4843866939,1.66131,1.52074,1.46784,37856242,ilmn_1x_repl,0.44723225362254215,0.592817354147187
NA12878,NA12878-1-18-0-1,4111192138,3740716054,3513412281,1.24582,1.13355,1.06467,31044932,ilmn_1x_repl,0.3667636872650638,0.45691160464908737
NA12878,NA12878-1-19-0-1,2940129758,2694439470,2649536600,0.890948,0.816497,0.80289,26575246,ilmn_1x_repl,0.31395898090342533,0.37681785844245697
NA12878,NA12878-1-2-0-1,3817639984,3469028549,3284097641,1.15686,1.05122,0.995181,28789348,ilmn_1x_repl,0.340116300671462,0.41569167262760387
NA12878,NA12878-1-2-1-0,3247156548,2984874833,2965306290,0.983987,0.904508,0.898578,32674859,ilmn_1x,0.38601958502296146,0.4877922487752619
NA12878,NA12878-1-20-0-1,5029006378,4587696194,4498887054,1.52394,1.39021,1.3633,38605405,ilmn_1x_repl,0.4560828378094412,0.6089583191062703
NA12878,NA12878-1-21-0-1,5200679184,4727934575,4587847496,1.57596,1.43271,1.39026,39483003,ilmn_1x_repl,0.4664507483726354,0.6282038945494203
NA12878,NA12878-1-22-0-1,4149257124,3735263142,3651437002,1.25735,1.1319,1.1065,34845404,ilmn_1x_repl,0.4116623239915876,0.5304542169926765
NA12878,NA12878-1-23-0-1,5694710414,5177039228,5146703026,1.72567,1.5688,1.55961,43331459,ilmn_1x_repl,0.5119162663140939,0.717268302426146
NA12878,NA12878-1-24-0-1,3374010742,3091949084,3013757509,1.02243,0.936954,0.91326,28601329,ilmn_1x_repl,0.33789505110596474,0.41233120253760763
NA12878,NA12878-1-25-0-1,4365329970,3989511959,3860613225,1.32283,1.20894,1.16988,34214064,ilmn_1x_repl,0.4042036964024556,0.5178564428216561
NA12878,NA12878-1-26-0-1,3522214222,3188120229,3126055303,1.06734,0.966097,0.947289,29628023,ilmn_1x_repl,0.3500243763411728,0.43082041885901695
NA12878,NA12878-1-27-0-1,7788010428,7102994398,6994301427,2.36,2.1524200000000002,2.11949,48384668,ilmn_1x_repl,0.5716146919818005,0.847732236005502
NA12878,NA12878-1-28-0-1,3618364076,3295155673,3208710740,1.09647,0.998532,0.972337,30624005,ilmn_1x_repl,0.3617908711355448,0.44908926115935754
NA12878,NA12878-1-29-0-1,3405623196,3074554639,2994004746,1.03201,0.931683,0.907274,27248414,ilmn_1x_repl,0.321911762949424,0.38847785636718296
NA12878,NA12878-1-3-0-1,4000244888,3659771447,3545981018,1.2122,1.10902,1.07454,32022197,ilmn_1x_repl,0.3783090601083702,0.4753121909324972
NA12878,NA12878-1-4-0-1,4614157736,4218464501,4099036487,1.39823,1.27832,1.24213,35238914,ilmn_1x_repl,0.41631123668934045,0.5383873777532028
NA12878,NA12878-1-5-0-1,4271664972,3896197130,3804204457,1.29444,1.18067,1.15279,32981583,ilmn_1x_repl,0.3896432111018554,0.4937115929689932
NA12878,NA12878-1-6-0-1,4447908548,4014892643,3896186258,1.34785,1.21663,1.18066,34231353,ilmn_1x_repl,0.40440794801393043,0.5181993228112391
NA12878,NA12878-1-7-0-1,2893442974,2636552412,2594032473,0.876801,0.798955,0.78607,25623223,ilmn_1x_repl,0.30271181612171,0.3605564904339707
NA12878,NA12878-1-8-0-1,5149873422,4715137929,4591920721,1.56057,1.42883,1.39149,38826092,ilmn_1x_repl,0.45869002592798713,0.6137631992044733
NA12878,NA12878-1-9-0-1,4536618028,4146901675,4037952306,1.37473,1.25664,1.22362,35526159,ilmn_1x_repl,0.41970473857713503,0.544218233555835
NA18504,NA18504-0-0-1-0,3139679882,2872522830,2864421378,0.951418,0.870461,0.86800600000000006,34652712,ilmn_0.5x,0.40938586777559455,0.5265923813700357
NA18504,NA18504-0-1-1-0,2778497848,2542216823,2535673238,0.841969,0.770369,0.768386,31232005,ilmn_0.5x,0.36897376082128025,0.46040783382099254
NA18504,NA18504-0-2-1-0,3219558278,2964009351,2956399102,0.975624,0.898185,0.895879,41456329,ilmn_0.5x,0.48976354931341437,0.6728810319091619
NA18504,NA18504-1-0-1-0,6085454322,5614634057,5599047384,1.84408,1.7014,1.69668,51331676,ilmn_1x,0.6064305363353858,0.9324976989666006
NA18504,NA18504-1-1-1-0,5221388834,4931786991,4917238896,1.58224,1.49448,1.49007,52540301,ilmn_1x,0.6207091877275274,0.969452053432039
NA18504,NA18504-1-2-1-0,6108992806,5496574103,5484346425,1.85121,1.66563,1.66192,53922325,ilmn_1x,0.637036368541736,1.0134526385567306
NA18912,NA18912-0-0-1-0,3558771322,3252201911,3241412055,1.07842,0.985516,0.982246,36609136,ilmn_0.5x,0.43249898910869544,0.5665127483219023
NA18912,NA18912-0-1-1-0,3328520784,3047257463,3035483993,1.00864,0.923411,0.919844,33966439,ilmn_0.5x,0.40127826374056375,0.5129583359483252
NA18912,NA18912-0-2-1-0,2719969644,2508453827,2497456497,0.824233,0.760138,0.756805,30031761,ilmn_0.5x,0.3547941222555469,0.43818582281527374
NA18912,NA18912-1-0-1-0,6965821770,6424349662,6392351705,2.11086,1.94677,1.93708,49464250,ilmn_1x,0.5843688341079611,0.8779570324530938
NA18912,NA18912-1-1-1-0,4800311442,4553113570,4527989888,1.45464,1.37973,1.37212,46070824,ilmn_1x,0.5442790238864043,0.7858745512393142
NA18912,NA18912-1-2-1-0,5834603458,5222884338,5201076314,1.76806,1.58269,1.57608,47728995,ilmn_1x,0.5638685952237162,0.8298116939395036
NA19017,NA19017-0-0-1-0,2475166028,2262600761,2255342946,0.75005,0.685637,0.683437,28551364,ilmn_0.5x,0.3373047664297349,0.41144007235343955
NA19017,NA19017-0-1-1-0,1889453336,1728045510,1722576894,0.572562,0.52365,0.521993,22081764,ilmn_0.5x,0.26087314947112605,0.3022857211691561
NA19017,NA19017-0-2-1-0,2913295548,2682805222,2673526725,0.882817,0.812971,0.81016,35922307,ilmn_0.5x,0.42438481651007043,0.5523159257728265
NA19017,NA19017-1-0-1-0,4185107846,3870564578,3853223285,1.26821,1.1729,1.16764,37534282,ilmn_1x,0.44342862999882604,0.5859598685090606
NA19017,NA19017-1-1-1-0,3960216298,3744902529,3728952701,1.20007,1.13482,1.12999,43812607,ilmn_1x,0.5176005311274364,0.7289827345802078
NA19017,NA19017-1-2-1-0,4024403680,3633873135,3619818357,1.21952,1.10117,1.09691,38495959,ilmn_1x,0.45478984678222906,0.6065839564098865
NA19041,NA19041-0-0-1-0,3189302408,2855063757,2848109452,0.966455,0.865171,0.863063,32503981,ilmn_0.5x,0.38400083860237083,0.48450967681702894
NA19041,NA19041-0-1-1-0,2883171954,2582571120,2576633498,0.873688,0.782597,0.780798,29447298,ilmn_0.5x,0.3478892978239778,0.4275409428544084
NA19041,NA19041-0-2-1-0,2713995178,2452789791,2446675197,0.822423,0.74327,0.741417,33372868,ilmn_0.5x,0.3942658377312682,0.5013140652835469
NA19041,NA19041-1-0-1-0,5437109548,4930661890,4914450077,1.64761,1.49414,1.48923,44135511,ilmn_1x,0.5214153071325067,0.7369220871628934
NA19041,NA19041-1-1-1-0,5500439250,5127844636,5112671250,1.6668,1.55389,1.54929,50491309,ilmn_1x,0.5965024714397733,0.9075849162965255
NA19041,NA19041-1-2-1-0,5425596402,4783495176,4767998348,1.64412,1.44954,1.44485,43324858,ilmn_1x,0.5118382823423578,0.7171085393833689
NA19119,NA19119-0-0-1-0,2444824994,2239494137,2212958605,0.740856,0.678635,0.670594,27288646,ilmn_0.5x,0.3223870623208656,0.3891790424394164
NA19119,NA19119-0-1-1-0,2567968212,2354130619,2347064574,0.778172,0.713373,0.711232,28544752,ilmn_0.5x,0.3372266525044025,0.4113222062243761
NA19119,NA19119-0-2-1-0,2269644156,2098139262,2090829201,0.687771,0.6358,0.633585,27777243,ilmn_0.5x,0.3281593293468217,0.3977340638132764
NA19119,NA19119-1-0-1-0,4900576952,4534697610,4517320077,1.48502,1.37415,1.36888,42649058,ilmn_1x,0.5038544059449565,0.7008858589292927
NA19119,NA19119-1-1-1-0,4318191998,4083712554,4069973970,1.30854,1.23749,1.23333,44798195,ilmn_1x,0.5292442315872796,0.7534158578551173
NA19119,NA19119-1-2-1-0,4840109908,4371240412,4358675853,1.4667,1.32462,1.32081,44882690,ilmn_1x,0.5302424524162207,0.7555385735823451
NA19131,NA19131-0-0-1-0,3000384798,2727765774,2718964135,0.909208,0.826596,0.823929,32301967,ilmn_0.5x,0.3816142526205054,0.4806428295497271
NA19131,NA19131-0-1-1-0,3110914080,2828132907,2822566443,0.942701,0.85701,0.85532300000000006,32226976,ilmn_0.5x,0.3807283116987571,0.4792111877278047
NA19131,NA19131-0-2-1-0,2491454096,2288177292,2283190517,0.754986,0.693387,0.691876,31966492,ilmn_0.5x,0.37765096328280456,0.47425419135157215
NA19131,NA19131-1-0-1-0,4246100370,3906137309,3895059647,1.2867,1.18368,1.18032,37876123,ilmn_1x,0.44746712702688773,0.593242348766332
NA19131,NA19131-1-1-1-0,4917704882,4632720770,4618340285,1.49021,1.40385,1.3995,48687132,ilmn_1x,0.5751879905770411,0.8561085386843413
NA19131,NA19131-1-2-1-0,5147411216,4614986726,4604052816,1.55982,1.39848,1.39517,45111675,ilmn_1x,0.532947672802221,0.7613139779162906
NA19152,NA19152-0-0-1-0,3797322934,3446186175,3438327984,1.1507,1.0443,1.04192,43687782,ilmn_0.5x,0.5161258531586503,0.7259304332657301
NA19152,NA19152-0-1-1-0,3606978676,3275819368,3270364191,1.09302,0.992673,0.991019,41712188,ilmn_0.5x,0.4927862581491094,0.6788227826715495
NA19152,NA19152-0-2-1-0,3406309642,3130159483,3121891931,1.03222,0.948533,0.946028,46569435,ilmn_0.5x,0.5501695959408356,0.7988846471233616
NA19152,NA19152-1-0-1-0,7631928070,6997284734,6982137622,2.31271,2.12039,2.1158,62631172,ilmn_1x,0.7399223673755324,1.3467751055176582
NA19152,NA19152-1-1-1-0,5932974824,5589398635,5570740018,1.79787,1.69376,1.6881,62953356,ilmn_1x,0.7437286373270274,1.3615183854756416
NA19152,NA19152-1-2-1-0,7842606592,6985005263,6973955536,2.37655,2.11667,2.11332,64058739,ilmn_1x,0.7567875915202632,1.4138201084822442
NA19204,NA19204-0-0-1-0,2102466016,1921750575,1915742285,0.637111,0.582349,0.580528,24727435,ilmn_0.5x,0.2921290095661087,0.34549341879321727
NA19204,NA19204-0-1-1-0,2294522614,2101956542,2094788723,0.69531,0.636957,0.634784,25084854,ilmn_0.5x,0.29635154451444073,0.3514764005457932
NA19204,NA19204-0-2-1-0,2280440354,2105907457,2099408266,0.691043,0.638154,0.636184,29875993,ilmn_0.5x,0.3529538848204028,0.43533771162770246
NA19204,NA19204-1-0-1-0,3942314040,3640992785,3627602407,1.19464,1.10333,1.09927,36591006,ilmn_1x,0.43228480195408625,0.5661353979009612
NA19204,NA19204-1-1-1-0,4314053088,4081719807,4061948622,1.30729,1.23688,1.23089,46433584,ilmn_1x,0.5485646572127159,0.7953231217237394
NA19204,NA19204-1-2-1-0,3627447330,3272387893,3263233971,1.09923,0.991633,0.988859,32683853,ilmn_1x,0.38612583980887183,0.4879653226690673
NA19238,NA19238-0-0-1-0,2535448852,2304186010,2289417757,0.768318,0.698238,0.693763,28063529,ilmn_0.5x,0.3315415016438126,0.4027809661082215
NA19238,NA19238-0-1-1-0,2441436554,2219914722,2214622474,0.739829,0.672701,0.671098,26588937,ilmn_0.5x,0.3141207258749507,0.3770536519839243
NA19238,NA19238-0-2-1-0,2515663322,2306282343,2299903650,0.762322,0.698873,0.69694,32596570,ilmn_0.5x,0.3850946816502533,0.48628697693058864
NA19238,NA19238-1-0-1-0,3993746754,3665529077,3655882442,1.21023,1.11077,1.10784,38639043,ilmn_1x,0.45648023590688985,0.6096892086053007
NA19238,NA19238-1-1-1-0,4754612500,4474262276,4458545139,1.44079,1.35584,1.35107,46711604,ilmn_1x,0.551849175289078,0.8026254409240231
NA19238,NA19238-1-2-1-0,4054322216,3640342579,3627303276,1.22858,1.10313,1.09918,37745936,ilmn_1x,0.4459291025868929,0.5904626267529164
NA19239,NA19239-0-0-1-0,2475180222,2252077118,2245876605,0.750055,0.682448,0.680569,27722114,ilmn_0.5x,0.3275080373641162,0.396765119048367
NA19239,NA19239-0-1-1-0,2089707724,1901085319,1896445089,0.633245,0.576086,0.57468,24143932,ilmn_0.5x,0.28523552653930656,0.33580219830206076
NA19239,NA19239-0-2-1-0,2060945244,1889877797,1885849268,0.624529,0.57269,0.571469,25568780,ilmn_0.5x,0.3020686285178276,0.35963450271243447
NA19239,NA19239-1-0-1-0,4012513034,3680973055,3670589691,1.21591,1.11545,1.1123,38056858,ilmn_1x,0.44960232368371567,0.5971142141809914
NA19239,NA19239-1-1-1-0,3653065386,3443760360,3432424035,1.10699,1.04356,1.04013,40560268,ilmn_1x,0.4791775175458325,0.6523460199447129
NA19239,NA19239-1-2-1-0,3327813198,2973995132,2966182392,1.00843,0.901211,0.898843,33842829,ilmn_1x,0.3998179397371859,0.5105222360213503
NA19307,NA19307-0-0-1-0,2521576180,2295577198,2286469633,0.764114,0.695629,0.69287,25629553,ilmn_0.5x,0.3027865985093921,0.36066374364692994
NA19307,NA19307-0-1-1-0,2286173220,2078738631,2072652274,0.69278,0.629921,0.628076,24221751,ilmn_0.5x,0.2861548773492642,0.33708925522701766
NA19307,NA19307-0-2-1-0,2247713520,2063195597,2056880022,0.681125,0.625211,0.623297,26136258,ilmn_0.5x,0.30877279278276476,0.36928669997351227
NA19307,NA19307-1-0-1-0,3928313320,3606801100,3593156740,1.1904,1.09297,1.08884,35504522,ilmn_1x,0.4194491198532366,0.5437778328534916
NA19307,NA19307-1-1-1-0,4183851526,3941850319,3926542996,1.26783,1.1945,1.18986,40613642,ilmn_1x,0.47980807602294834,0.6535574509303667
NA19307,NA19307-1-2-1-0,3851001924,3450608059,3439007182,1.16697,1.04564,1.04212,34894366,ilmn_1x,0.41224075926262865,0.5314378694611848
NA19308,NA19308-0-0-1-0,2686740584,2425990009,2414631185,0.814164,0.735148,0.731706,27046953,ilmn_0.5x,0.3195317100892629,0.3849740561971597
NA19308,NA19308-0-1-1-0,1991332432,1798300072,1792376644,0.603434,0.544939,0.543144,21338704,ilmn_0.5x,0.2520946659022402,0.29047886770972153
NA19308,NA19308-0-2-1-0,2146519360,1956607264,1950010074,0.65046,0.592911,0.590912,24495364,ilmn_0.5x,0.28938733128936805,0.341627767365794
NA19308,NA19308-1-0-1-0,4290501618,3909107932,3889732820,1.30015,1.18458,1.17871,34813837,ilmn_1x,0.411289392612131,0.5298205447853489
NA19308,NA19308-1-1-1-0,3958314000,3710711750,3695303106,1.19949,1.12446,1.11979,38608683,ilmn_1x,0.456121563981135,0.6090295202984315
NA19308,NA19308-1-2-1-0,4238670566,3761480366,3747851257,1.28445,1.13984,1.13571,36820586,ilmn_1x,0.4349970516482493,0.5709243295276288
NA19310,NA19310-0-0-1-0,2443320128,2217957309,2206757186,0.7404,0.672108,0.668714,26750873,ilmn_0.5x,0.3160338318357225,0.37984682433099154
NA19310,NA19310-0-1-1-0,2411009450,2188267236,2183181254,0.730609,0.663111,0.66157,26934851,ilmn_0.5x,0.3182073411755288,0.3830296866808741
NA19310,NA19310-0-2-1-0,2862418514,2623473547,2616945968,0.8674,0.794992,0.793014,35367026,ilmn_0.5x,0.41782474715549,0.5409837548527847
NA19310,NA19310-1-0-1-0,4554147014,4181385847,4167836466,1.38004,1.26709,1.26298,39721325,ilmn_1x,0.4692662757339575,0.6334948444063357
NA19310,NA19310-1-1-1-0,4287548058,4035303615,4023268160,1.29926,1.22282,1.21917,43406634,ilmn_1x,0.5128043810050892,0.7190895548376541
NA19310,NA19310-1-2-1-0,5530328492,4945493412,4932448824,1.67586,1.49863,1.49468,47594764,ilmn_1x,0.5622827951161407,0.8261822280781184
NA19350,NA19350-0-0-1-0,2581110950,2349299374,2342539708,0.782155,0.711909,0.709861,30707533,ilmn_0.5x,0.3627776678619759,0.4506366542627961
NA19350,NA19350-0-1-1-0,3082452694,2817657735,2809644769,0.934077,0.853836,0.851408,32951029,ilmn_0.5x,0.3892822472672206,0.49312036969335743
NA19350,NA19350-0-2-1-0,3093583810,2850692156,2842665147,0.93745,0.863846,0.861414,38127487,ilmn_0.5x,0.4504367320975542,0.5986313745461405
NA19350,NA19350-1-0-1-0,4824896960,4451680226,4435412241,1.46209,1.34899,1.34406,43607976,ilmn_1x,0.5151830280036178,0.723983836596444
NA19350,NA19350-1-1-1-0,5347999314,5050436600,5033131698,1.62061,1.53044,1.52519,52890858,ilmn_1x,0.6248506552597023,0.9804310796524666
NA19350,NA19350-1-2-1-0,6004427420,5399601299,5381216747,1.81952,1.63624,1.63067,50639337,ilmn_1x,0.5982512687989838,0.9119284325499224
NA19351,NA19351-0-0-1-0,2809856320,2557060576,2549852138,0.851472,0.774867,0.772682,31328966,ilmn_0.5x,0.3701192545167056,0.46222477039837745
NA19351,NA19351-0-1-1-0,2536519744,2312055224,2307010465,0.768642,0.700623,0.699094,28542432,ilmn_0.5x,0.33719924410954905,0.4112808529800914
NA19351,NA19351-0-2-1-0,2943941904,2707662842,2700769843,0.892104,0.820504,0.818415,36301954,ilmn_0.5x,0.42886995223461055,0.5601383408529885
NA19351,NA19351-1-0-1-0,5744610176,5285475650,5271366210,1.74079,1.60166,1.59738,49332088,ilmn_1x,0.582807477090451,0.8742074780929461
NA19351,NA19351-1-1-1-0,4739530922,4475812593,4461978879,1.43622,1.35631,1.35211,49416775,ilmn_1x,0.5838079662003455,0.8766085055237665
NA19351,NA19351-1-2-1-0,5576333360,5013175538,4997758136,1.6898,1.51914,1.51447,47997372,ilmn_1x,0.567039191251987,0.8371080660505784
NA19471,NA19471-0-0-1-0,1916384488,1754187838,1749760971,0.580723,0.531572,0.530231,22199177,ilmn_0.5x,0.2622602623439406,0.30416417558310394
NA19471,NA19471-0-1-1-0,2054855716,1884428509,1880310890,0.622684,0.571039,0.569791,22863071,ilmn_0.5x,0.2701034816943052,0.31485251063361913
NA19471,NA19471-0-2-1-0,2351925264,2174218347,2169945651,0.712705,0.658854,0.657559,30789341,ilmn_0.5x,0.36374414457153287,0.4521545081287625
NA19471,NA19471-1-0-1-0,3871300250,3580178894,3569851551,1.17312,1.0849,1.08177,35127853,ilmn_1x,0.41499916611140053,0.5361420063006991
NA19471,NA19471-1-1-1-0,3769370720,3570368726,3561129187,1.14223,1.08193,1.07913,41312293,ilmn_1x,0.48806191329569304,0.6695515856602251
NA19471,NA19471-1-2-1-0,3991560576,3615492358,3604449879,1.20956,1.0956,1.09226,35624058,ilmn_1x,0.4208613137701347,0.5462133029238961
NA19625,NA19625-0-0-1-0,2013893040,1844885686,1839204915,0.610271,0.559056,0.557335,21903515,ilmn_0.5x,0.2587673223270592,0.29944069801855366
NA19625,NA19625-0-1-1-0,2130888444,1952538116,1947468744,0.645724,0.591678,0.59014200000000006,22740685,ilmn_0.5x,0.26865761798200516,0.3128735540320043
NA19625,NA19625-0-2-1-0,2007622010,1853969997,1848235319,0.60837,0.561809,0.560071,22044048,ilmn_0.5x,0.2604275740313445,0.3016830625213166
NA19625,NA19625-1-0-1-0,3295999008,3058430406,3042242602,0.998788,0.926797,0.921892,29991380,ilmn_1x,0.35431706260357376,0.4374467046695502
NA19625,NA19625-1-1-1-0,4399804780,4042474605,4033796635,1.33327,1.22499,1.22236,41916782,ilmn_1x,0.49520332415628604,0.6835995528724694
NA19625,NA19625-1-2-1-0,4185045936,3731724910,3715192373,1.2682,1.13083,1.12582,36581949,ilmn_1x,0.43217780288848806,0.5659469425205024
NA19914,NA19914-0-0-1-0,2016506850,1825635451,1817438718,0.611063,0.553223,0.550739,22938680,ilmn_0.5x,0.27099672364537225,0.31607705266996006
NA19914,NA19914-0-1-1-0,2107930706,1908249514,1903516117,0.638767,0.578257,0.576823,22616703,ilmn_0.5x,0.2671928991842801,0.3108727756913803
NA19914,NA19914-0-2-1-0,2335090878,2132854917,2126591588,0.707603,0.64632,0.644422,26895762,ilmn_0.5x,0.31774554516413783,0.3823525897911709
